Time_Stamp,Value
2019-06-19 17:50:14,37.68999
2019-06-19 17:51:12,37.68999
2019-06-19 17:51:26,38.03999
2019-06-19 17:51:54,37.88999
2019-06-19 17:52:50,37.88999
2019-06-19 17:53:05,37.48
2019-06-19 17:55:02,37.48
2019-06-19 17:55:29,38.48
2019-06-19 17:55:53,37.96999
2019-06-19 17:56:16,38.75999
2019-06-19 17:57:13,38.75999
2019-06-19 17:57:58,39.01999
2019-06-19 17:58:34,39.31999
2019-06-19 17:59:30,39.31999
2019-06-19 17:59:43,39.56999
2019-06-19 18:00:37,39.93999
2019-06-19 18:01:35,39.93999
2019-06-19 18:01:49,40.07999
2019-06-19 18:02:47,40.07999
2019-06-19 18:03:07,40.26999
2019-06-19 18:04:04,40.26999
2019-06-19 18:04:07,39.98999
2019-06-19 18:05:05,39.98999
2019-06-19 18:05:14,40.34999
2019-06-19 18:06:04,39.98999
2019-06-19 18:07:02,39.98999
2019-06-19 18:07:27,39.32999
2019-06-19 18:09:24,39.32999
2019-06-19 18:09:56,39.73
2019-06-19 18:10:49,38.98999
2019-06-19 18:11:37,39.26999
2019-06-19 18:12:06,39.98999
2019-06-19 18:13:04,39.98999
2019-06-19 18:13:24,39.77999
2019-06-19 18:13:47,40.23999
2019-06-19 18:14:44,40.23999
2019-06-19 18:15:29,40.75999
2019-06-19 18:15:47,40.27999
2019-06-19 18:16:44,40.27999
2019-06-19 18:16:49,39.98999
2019-06-19 18:17:46,39.98999
2019-06-19 18:18:04,40.39999
2019-06-19 18:18:33,40.02999
2019-06-19 18:19:29,40.02999
2019-06-19 18:19:49,40.24999
2019-06-19 18:20:44,39.89999
2019-06-19 18:22:41,39.89999
2019-06-19 18:22:44,40.10999
2019-06-19 18:23:42,40.10999
2019-06-19 18:24:13,40.27999
2019-06-19 18:25:11,40.27999
2019-06-19 18:25:55,40.89999
2019-06-19 18:26:52,40.89999
2019-06-19 18:27:01,40.61999
2019-06-19 18:27:48,40.87999
2019-06-19 18:28:46,40.99
2019-06-19 18:29:39,41.40998
